"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1302128047425019904","x1378086687746760707",2021-04-02 20:47:24,"EmmaP659","Basketball Club I love- UTAH JAZZ 
Basketball Club I like- GOLDEN STATE WARRIORS
Basketball Clubs I dislike- PHILADELPHIA 76ERS
Basketballer I love- DONOVAN MITCHELL
Basketballer I like- STEPH CURRY
GOAT- MICHAEL JORDAN https://t.co/Km2EjQ9xK1","Twitter for Android",219,,,,TRUE,FALSE,0,0,,,,,"twitter.com/JuniorEbong/st…","https://t.co/Km2EjQ9xK1","https://twitter.com/JuniorEbong/status/1378073605033095169",,,,,,,,,,,"en","x1378073605033095169","Basketball Club I love- GSW
Basketball Club I like- LA LAKERS
Basketball Clubs I dislike- LA CLIPPERS and MINNESOTA TIMBERWOLVES 
Basketballer I love- STEPH CURRY 
Basketballer I like- K. Durant 
GOAT- LEBRON JAMES <U+0001F410> https://t.co/35iTNB33gd",2021-04-02 19:55:25,"Twitter for iPhone",18,4,"x405594223","JuniorEbong","<U+0001F13E><U+0001F13F><U+0001F143><U+0001F138><U+0001F13C><U+0001F144><U+0001F142><U+0001F31F><U+0001F133><U+0001F141><U+0001F130><U+0001F132><U+0001F144><U+0001F13B><U+0001F130> <U+0001F1F1><U+0001F1EE>",27993,4409,175763,"Heavenly Places <U+26C5>","I am Everything more | Parody | Visual Identity Designer/UI Designer | Basketball Punter | SEND YOUR BRIEFS <U+0001F4E9> optimusdigits@gmail.com #CFC #KnowYourPath",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EmmaP659/status/1378086687746760707","EmmaP","Nigeria","Highly introvertic, Football, tennis and NBA, Barca fan <U+0001F624>, Messi is the<U+0001F410>, Nadal<U+0001F642>, Thiem, @utahjazz fan <U+0001F3C0> #takenote...Honestly",,FALSE,135,280,0,9301,19750,2020-09-05 06:15:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1302128047425019904/1607619393",,"http://pbs.twimg.com/profile_images/1355189833908580356/4y987DZF_normal.jpg"
"x302074035","x1378078744091492354",2021-04-02 20:15:50,"wichitabyeb","@wichitalifeict Michael Jordan kept more than just receipts. Nobody’s mentality and will to do better I admire more than the Goat. https://t.co/wANBpDvHin","Twitter for iPhone",114,"x1378077591072960512","x915959909262471169","wichitalifeict",FALSE,FALSE,5,0,,,,,,,,"http://pbs.twimg.com/tweet_video_thumb/Ex_rT2bWQA4suw5.jpg","https://t.co/wANBpDvHin","https://twitter.com/wichitabyeb/status/1378078744091492354/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/Ex_rT2bWQA4suw5.jpg","https://t.co/wANBpDvHin","https://twitter.com/wichitabyeb/status/1378078744091492354/photo/1",,"x915959909262471169","wichitalifeict","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/1661ada9b2b18024.json","Wichita","Wichita, KS","city","United States","US","NA NA","NA NA","-97.5349059 -97.152924 -97.152924 -97.5349059 37.562483 37.562483 37.80531 37.80531","https://twitter.com/wichitabyeb/status/1378078744091492354","Wichita By EB","Wichita, KS","Wichita’s most traveled food and entertainment blogger. I go anywhere, write anything and answer to no one but my daughter. #WSUAlum #GirlDad #ILoveWichita","https://t.co/2dlshhHvcS",FALSE,2358,418,40,7456,2319,2011-05-20 15:13:36,FALSE,"https://t.co/2dlshhHvcS","http://www.wichitabyeb.com",,"https://pbs.twimg.com/profile_banners/302074035/1603948210","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1062394841945042944/7yDa0DW6_normal.jpg"
"x17854621","x1378070346104967170",2021-04-02 19:42:28,"mikepersinger","“Legend” is thrown around too often these days, but Ron Green Sr. deserves that accolade. Like YouTube vids of Michael Jordan actually playing remind us he was the GOAT, the lines from Senior’s 60 trips to @TheMasters in this @scott_fowler story ... https://t.co/5WRs2aWRa3","Twitter for iPhone",249,,,,TRUE,FALSE,1,0,,,,,"twitter.com/scott_fowler/s…","https://t.co/5WRs2aWRa3","https://twitter.com/scott_fowler/status/1377953663596036102",,,,,,,,,"x23505298 x17908195","TheMasters scott_fowler","en","x1377953663596036102","NEW: At age 92, Ron Green Sr. still has a sharp mind and fond memories of his 60 straight Masters. Ron was also my legendary predecessor in writing this @theobserver sports column. 
I went to go see him this week to talk about life, newspapers and Augusta: https://t.co/oicljkCHPk",2021-04-02 11:58:49,"Twitter Web App",90,14,"x17908195","scott_fowler","Scott Fowler",17287,2023,20201,"Charlotte, NC","Charlotte Observer sports columnist. Proud father of 4. Awful dancer. 15x APSE winner. Host of ""Carruth"" (Sports Illustrated's best podcast of 2018).",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mikepersinger/status/1378070346104967170","Mike Persinger","Charlotte, NC","Content marketing at ServiceTitan. Former sports editor of the Charlotte Observer, still part of the fam.","https://t.co/qUrEqcEgG8",FALSE,5833,859,259,35736,4131,2008-12-04 00:38:38,TRUE,"https://t.co/qUrEqcEgG8","http://servicetitan.com",,"https://pbs.twimg.com/profile_banners/17854621/1348067643","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1117837901147013121/irQmip6__normal.jpg"
"x2173375235","x1378069380806934530",2021-04-02 19:38:38,"TooAthletic_GD","10 Reasons Michael Jordan Is Not The GOAT NBA https://t.co/YnCKKWiOhb","SocialOomph",69,,,,FALSE,FALSE,0,0,,,,,"tooathletic.com/10-reasons-mic…","https://t.co/YnCKKWiOhb","https://tooathletic.com/10-reasons-michael-jordan-is-not-the-goat/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TooAthletic_GD/status/1378069380806934530","TooAthletic Lists","","Best TooAthletic List Posts! Contact us at jerrett@tooathletic.com","https://t.co/5XjqxR89jR",FALSE,17591,19314,43,85508,150,2013-11-08 13:47:32,FALSE,"https://t.co/5XjqxR89jR","http://TooAthletic.com",,"https://pbs.twimg.com/profile_banners/2173375235/1383955202","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1120055458008567808/5aFE-I-5_normal.jpg"
"x2173375235","x1376906719218036738",2021-03-30 14:38:38,"TooAthletic_GD","5 Reasons Michael Jordan Is The GOAT #NBA https://t.co/noYpd0dqci","SocialOomph",65,,,,FALSE,FALSE,1,0,,,"NBA",,"tooathletic.com/5-reasons-mich…","https://t.co/noYpd0dqci","https://tooathletic.com/5-reasons-michael-jordan-is-the-goat/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TooAthletic_GD/status/1376906719218036738","TooAthletic Lists","","Best TooAthletic List Posts! Contact us at jerrett@tooathletic.com","https://t.co/5XjqxR89jR",FALSE,17591,19314,43,85508,150,2013-11-08 13:47:32,FALSE,"https://t.co/5XjqxR89jR","http://TooAthletic.com",,"https://pbs.twimg.com/profile_banners/2173375235/1383955202","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1120055458008567808/5aFE-I-5_normal.jpg"
"x2173375235","x1375547764801699841",2021-03-26 20:38:38,"TooAthletic_GD","10 Reasons Michael Jordan Is Not The GOAT NBA https://t.co/YnCKKWiOhb","SocialOomph",69,,,,FALSE,FALSE,0,0,,,,,"tooathletic.com/10-reasons-mic…","https://t.co/YnCKKWiOhb","https://tooathletic.com/10-reasons-michael-jordan-is-not-the-goat/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TooAthletic_GD/status/1375547764801699841","TooAthletic Lists","","Best TooAthletic List Posts! Contact us at jerrett@tooathletic.com","https://t.co/5XjqxR89jR",FALSE,17591,19314,43,85508,150,2013-11-08 13:47:32,FALSE,"https://t.co/5XjqxR89jR","http://TooAthletic.com",,"https://pbs.twimg.com/profile_banners/2173375235/1383955202","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1120055458008567808/5aFE-I-5_normal.jpg"
"x1118507041608413184","x1376266843036512259",2021-03-28 20:15:59,"Sportscasting19","Michael Jordan is an #NBA GOAT, but his 4 words potentially helped launch a run of #NFL dominance for a former #Cowboys star. https://t.co/RlwKC5kErk","Twitter for iPhone",149,,,,FALSE,FALSE,1,0,,,"NBA NFL Cowboys",,"sportscasting.com/michael-jordan…","https://t.co/RlwKC5kErk","https://www.sportscasting.com/michael-jordan-potentially-helped-launch-former-cowboys-star-run-dominance-nfl/?fbclid=IwAR0YYfidPIfzSt_MMXHBN_-Ajuj-jbzK8aQiOJWngGuT0z8klLX3bqWEnaY",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sportscasting19/status/1376266843036512259","Sportscastingdotcom","","Covering the most intriguing stories from all of the major sports. Sister site to @cheatsheet.","https://t.co/WgRcgSTQWJ",FALSE,1007,558,2,3072,73,2019-04-17 13:30:34,FALSE,"https://t.co/WgRcgSTQWJ","http://sportscasting.com",,"https://pbs.twimg.com/profile_banners/1118507041608413184/1575638320",,"http://pbs.twimg.com/profile_images/1202940614247145477/KPCKAQLA_normal.jpg"
"x1118507041608413184","x1378055556812914695",2021-04-02 18:43:42,"Sportscasting19","Penny Hardaway is the latest former @NBA star to weigh in on the #GOAT debate involving Michael Jordan and @KingJames and actually picked against his ""favorite player."" (via @THElukenorris)
https://t.co/7ueZ0WST0C","TweetDeck",213,,,,FALSE,FALSE,0,0,,,"GOAT",,"sportscasting.com/penny-hardaway…","https://t.co/7ueZ0WST0C","https://www.sportscasting.com/penny-hardaway-goes-against-favorite-player-pick-michael-jordan-vs-lebron-james-goat-debate/",,,,,,,,,"x19923144 x23083404 x280677999","NBA KingJames THElukenorris","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sportscasting19/status/1378055556812914695","Sportscastingdotcom","","Covering the most intriguing stories from all of the major sports. Sister site to @cheatsheet.","https://t.co/WgRcgSTQWJ",FALSE,1007,558,2,3072,73,2019-04-17 13:30:34,FALSE,"https://t.co/WgRcgSTQWJ","http://sportscasting.com",,"https://pbs.twimg.com/profile_banners/1118507041608413184/1575638320",,"http://pbs.twimg.com/profile_images/1202940614247145477/KPCKAQLA_normal.jpg"
"x280677999","x1378055339833225217",2021-04-02 18:42:50,"THElukenorris","Penny Hardaway is the latest former @NBA star to weigh in on the #GOAT debate involving Michael Jordan and @KingJames and actually picked against his ""favorite player.""
https://t.co/5pco86c0cp","TweetDeck",192,,,,FALSE,FALSE,0,0,,,"GOAT",,"sportscasting.com/penny-hardaway…","https://t.co/5pco86c0cp","https://www.sportscasting.com/penny-hardaway-goes-against-favorite-player-pick-michael-jordan-vs-lebron-james-goat-debate/",,,,,,,,,"x19923144 x23083404","NBA KingJames","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/THElukenorris/status/1378055339833225217","Luke Norris","Illinois, USA","Staff Writer at @Sportscasting19. Daddy to the most amazing identical twin daughters.","http://t.co/fUHuKc2TQ2",FALSE,165,352,4,2409,698,2011-04-11 20:38:43,FALSE,"http://t.co/fUHuKc2TQ2","http://thelukenorrisexperience.com/",,"https://pbs.twimg.com/profile_banners/280677999/1451703962","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/806346739137462274/1opm7SkB_normal.jpg"
"x1380652676","x1378048382971871234",2021-04-02 18:15:12,"_Chames_","Appearances on the hit Nickelodeon tv show Ned's Declassified School Survival Guide:

Michael Jordan: 0
Lebron James: 0
Carmelo Anthony: 1

I think its very clear who the real GOAT is.","Twitter for Android",184,,,,FALSE,FALSE,4,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Chames_/status/1378048382971871234","Ames","Cuse","Member of the Cute Boys Club",,FALSE,221,187,0,2944,3628,2013-04-25 23:42:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/1380652676/1575216043","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1113934914301440000/0biyBTBv_normal.jpg"
"x2778164418","x1378040560339058694",2021-04-02 17:44:06,"97continuum","Tom Brady over Michael Jordan as the GOAT because Brady proves you can be a nice person and still succeed and don’t need to be an asshole that MJ was.","Twitter for iPhone",150,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/97continuum/status/1378040560339058694","TJ","Islamabad ","Victim of “Beta Engineer ban jao scope bauhat hay” - UoM 2020",,FALSE,193,603,0,8531,32854,2014-08-29 10:10:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/2778164418/1615819938","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1330738801883422721/eWtSnyZz_normal.jpg"
"x348730529","x1378032159277993984",2021-04-02 17:10:44,"SpartanBengal","Michael Jordan (GOAT and brought the NBA global with the Dream Team...player contracts....Endorsements...first African American Owner)
Lebron James (Businessman, philanthropy, player control of the NBA, massive boom to player salaries and bigger contracts for older stars)","Twitter Web App",272,"x1378032157919043590","x348730529","SpartanBengal",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SpartanBengal/status/1378032159277993984","WhoDeySpartans","","Bengals/Michigan State addict, BBall historian, lover of the NCAA, NBA and NFL. I've been doing fantasy since the internet was a thing . MJ is GOAT. No politics",,FALSE,274,232,4,17191,11784,2011-08-04 22:25:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/348730529/1587253640","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1293019282427662336/3QMUxQ78_normal.jpg"
"x1129577426","x1378029466061049860",2021-04-02 17:00:01,"NavelowNation","LeBron is the undisputed GOAT over Michael Jordan if he beats the Nets","Twitter Web App",70,,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NavelowNation/status/1378029466061049860","Synergy Navelow","","Content Creator for @TeamSynergy | I Make Video's & Stream
Powered by @GFuelEnergy","https://t.co/7tJ4TDar1l",FALSE,5256,443,8,9762,5524,2013-01-29 00:06:43,FALSE,"https://t.co/7tJ4TDar1l","http://streamerlinks.com/Navelow",,"https://pbs.twimg.com/profile_banners/1129577426/1616545370","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1141953852637417474/r1lrtA50_normal.png"
